type,origin,destination,departure,arrival,carrier,price
flight,SEA,JFK,2025-10-01T11:25:00,2025-10-01T20:05:00,KL,480.00
flight,SEA,JFK,2025-10-01T07:45:00,2025-10-01T16:20:00,KL,480.00
flight,SEA,JFK,2025-10-01T07:45:00,2025-10-01T16:20:00,KL,480.00
flight,SEA,BOS,2025-10-01T07:50:00,2025-10-01T16:22:00,AF,480.00
flight,SEA,LAX,2025-10-01T14:25:00,2025-10-01T17:12:00,AF,480.00
flight,SEA,ATL,2025-10-01T07:25:00,2025-10-01T15:16:00,AF,490.00
flight,SEA,ATL,2025-10-01T06:00:00,2025-10-01T13:49:00,AF,490.00
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,496.60
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,499.70
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,499.70
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,499.70
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,499.70
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,499.70
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,516.20
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,516.20
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,517.90
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,524.70
flight,SEA,EWR,2025-10-01T12:00:00,2025-10-01T20:30:00,UA,539.00
flight,SEA,YVR,2025-10-01T14:55:00,2025-10-01T16:01:00,UA,539.00
flight,SEA,DEN,2025-10-01T12:43:00,2025-10-01T16:30:00,UA,539.00
flight,SEA,YVR,2025-10-01T14:55:00,2025-10-01T16:01:00,AC,539.00
flight,SEA,YVR,2025-10-01T10:00:00,2025-10-01T11:10:00,AC,539.00
flight,SEA,YVR,2025-10-01T05:30:00,2025-10-01T06:40:00,AC,539.00
flight,SEA,ATL,2025-10-01T07:25:00,2025-10-01T15:16:00,AF,540.00
flight,SEA,JFK,2025-10-01T21:58:00,2025-10-02T06:25:00,VS,544.00
flight,SEA,CDG,2025-10-01T18:35:00,2025-10-02T13:40:00,AF,547.90
flight,SEA,CDG,2025-10-01T18:35:00,2025-10-02T13:40:00,AF,547.90
flight,SEA,CDG,2025-10-01T18:35:00,2025-10-02T13:40:00,AF,547.90
flight,SEA,CDG,2025-10-01T13:30:00,2025-10-02T08:05:00,AF,547.90
flight,SEA,JFK,2025-10-01T11:25:00,2025-10-01T20:05:00,VS,554.00
flight,SEA,YVR,2025-10-01T14:55:00,2025-10-01T16:01:00,LH,558.00
flight,SEA,YVR,2025-10-01T10:00:00,2025-10-01T11:10:00,LH,558.00
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,UA,562.60
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,LH,573.00
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,OS,573.00
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,LH,573.00
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,OS,573.00
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,KL,573.10
flight,SEA,AMS,2025-10-01T14:10:00,2025-10-02T09:00:00,KL,573.10
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,KL,573.10
flight,SEA,AMS,2025-10-01T14:10:00,2025-10-02T09:00:00,KL,573.10
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,KL,573.10
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,KL,573.10
flight,SEA,AMS,2025-10-01T14:10:00,2025-10-02T09:00:00,KL,573.10
flight,SEA,CDG,2025-10-01T18:35:00,2025-10-02T13:40:00,VS,573.80
flight,SEA,DFW,2025-10-01T07:48:00,2025-10-01T13:45:00,AY,574.00
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,581.60
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,581.60
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,581.60
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,584.70
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,584.70
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,584.70
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,KL,589.60
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,KL,589.60
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,KL,589.60
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,KL,589.60
flight,SEA,YYC,2025-10-01T13:50:00,2025-10-01T16:31:00,WS,595.00
flight,SEA,YYC,2025-10-01T08:40:00,2025-10-01T11:37:00,WS,597.00
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,VS,599.00
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,VS,599.00
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,VS,599.00
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,VS,615.50
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,VS,615.50
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,VS,615.50
flight,SEA,ORD,2025-10-01T15:00:00,2025-10-01T21:02:00,IB,620.00
flight,SEA,ORD,2025-10-01T07:00:00,2025-10-01T13:15:00,UA,621.00
flight,SEA,EWR,2025-10-01T12:00:00,2025-10-01T20:30:00,UA,621.00
flight,SEA,YVR,2025-10-01T10:00:00,2025-10-01T11:10:00,UA,621.00
flight,SEA,LHR,2025-10-01T13:30:00,2025-10-02T06:50:00,AY,626.00
flight,SEA,DUB,2025-10-01T19:35:00,2025-10-02T12:35:00,EI,629.50
flight,SEA,CDG,2025-10-01T13:30:00,2025-10-02T08:05:00,VS,633.80
flight,SEA,YYC,2025-10-01T13:50:00,2025-10-01T16:31:00,WS,635.00
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,VS,659.00
flight,SEA,AMS,2025-10-01T14:10:00,2025-10-02T09:00:00,VS,659.00
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,663.60
flight,SEA,ATL,2025-10-01T11:35:00,2025-10-01T19:27:00,AF,692.00
flight,SEA,ATL,2025-10-01T06:00:00,2025-10-01T13:49:00,AF,692.00
flight,SEA,YVR,2025-10-01T19:50:00,2025-10-01T20:58:00,WS,693.00
flight,SEA,YVR,2025-10-01T19:50:00,2025-10-01T20:58:00,WS,693.00
flight,SEA,ORD,2025-10-01T07:00:00,2025-10-01T13:15:00,LH,740.00
flight,SEA,IST,2025-10-01T19:10:00,2025-10-02T17:00:00,TK,742.20
flight,SEA,IST,2025-10-01T19:10:00,2025-10-02T17:00:00,TK,742.20
flight,SEA,IST,2025-10-01T19:10:00,2025-10-02T17:00:00,TK,742.20
flight,SEA,IST,2025-10-01T19:10:00,2025-10-02T17:00:00,TK,742.20
flight,SEA,IST,2025-10-01T19:10:00,2025-10-02T17:00:00,TK,742.20
flight,SEA,CDG,2025-10-01T13:30:00,2025-10-02T08:05:00,AF,759.90
flight,SEA,CDG,2025-10-01T13:30:00,2025-10-02T08:05:00,AF,759.90
flight,SEA,DUB,2025-10-01T19:35:00,2025-10-02T12:35:00,EI,773.50
flight,SEA,CDG,2025-10-01T13:30:00,2025-10-02T08:05:00,VS,785.80
flight,SEA,CDG,2025-10-01T18:35:00,2025-10-02T13:40:00,VS,785.80
flight,SEA,DUB,2025-10-01T19:35:00,2025-10-02T12:35:00,EI,790.00
flight,SEA,AMS,2025-10-01T14:10:00,2025-10-02T09:00:00,VS,811.00
flight,SEA,MSP,2025-10-01T13:35:00,2025-10-01T19:08:00,VS,861.00
flight,SEA,ORD,2025-10-01T10:50:00,2025-10-01T17:05:00,UA,876.00
flight,SEA,CDG,2025-10-01T18:35:00,2025-10-02T13:40:00,VS,880.80
flight,SEA,CDG,2025-10-01T13:30:00,2025-10-02T08:05:00,VS,880.80
flight,SEA,MSP,2025-10-01T13:35:00,2025-10-01T19:08:00,KL,887.00
flight,SEA,LHR,2025-10-01T13:30:00,2025-10-02T06:50:00,AS,928.00
flight,SEA,PDX,2025-10-01T16:51:00,2025-10-01T17:55:00,AS,928.00
flight,SEA,LHR,2025-10-01T13:30:00,2025-10-02T06:50:00,IB,942.00
flight,SEA,LHR,2025-10-01T13:30:00,2025-10-02T06:50:00,EI,948.00
flight,SEA,DFW,2025-10-01T07:55:00,2025-10-01T14:12:00,AY,948.00
flight,SEA,DFW,2025-10-01T07:48:00,2025-10-01T13:45:00,AY,948.00
flight,SEA,ORD,2025-10-01T10:50:00,2025-10-01T17:05:00,SN,995.00
flight,SEA,DTW,2025-10-01T11:46:00,2025-10-01T19:12:00,VS,1188.00
flight,SEA,ORD,2025-10-01T13:57:00,2025-10-01T20:12:00,UA,1206.00
flight,SEA,DTW,2025-10-01T11:46:00,2025-10-01T19:12:00,AF,1214.00
flight,SEA,ORD,2025-10-01T13:57:00,2025-10-01T20:12:00,LH,1225.00
flight,SEA,LHR,2025-10-01T20:20:00,2025-10-02T13:40:00,AY,1798.00
flight,SEA,CPH,2025-10-01T16:20:00,2025-10-02T10:50:00,SK,2755.00
flight,SEA,CPH,2025-10-01T16:20:00,2025-10-02T10:50:00,SK,2755.00
flight,SEA,CPH,2025-10-01T16:20:00,2025-10-02T10:50:00,SK,2755.00
flight,SEA,CPH,2025-10-01T16:20:00,2025-10-02T10:50:00,SK,2755.00
flight,SEA,LHR,2025-10-01T20:20:00,2025-10-02T13:40:00,AS,11403.00
flight,SEA,LHR,2025-10-01T20:20:00,2025-10-02T13:40:00,IB,11417.00
flight,SEA,LHR,2025-10-01T20:20:00,2025-10-02T13:40:00,EI,11423.00
flight,SEA,EWR,2025-10-01T09:55:00,2025-10-01T18:29:00,AS,372.50
flight,SEA,EWR,2025-10-01T08:19:00,2025-10-01T16:48:00,AS,372.50
flight,SEA,EWR,2025-10-01T06:41:00,2025-10-01T15:00:00,AS,372.50
flight,SEA,LAX,2025-10-01T14:20:00,2025-10-01T17:07:00,AS,390.00
flight,SEA,LAX,2025-10-01T12:00:00,2025-10-01T14:57:00,AS,390.00
flight,SEA,LAX,2025-10-01T10:08:00,2025-10-01T13:06:00,AS,390.00
flight,SEA,LAX,2025-10-01T08:00:00,2025-10-01T11:00:00,AS,390.00
flight,SEA,LAX,2025-10-01T07:00:00,2025-10-01T09:47:00,AS,390.00
flight,SEA,BOS,2025-10-01T11:45:00,2025-10-01T20:38:00,B6,489.60
flight,SEA,LAX,2025-10-01T19:59:00,2025-10-01T22:56:00,TN,493.60
flight,SEA,LAX,2025-10-01T17:59:00,2025-10-01T20:48:00,TN,493.60
flight,SEA,LAX,2025-10-01T16:59:00,2025-10-01T19:48:00,TN,493.60
flight,SEA,LAX,2025-10-01T15:59:00,2025-10-01T18:50:00,TN,493.60
flight,SEA,LAX,2025-10-01T14:20:00,2025-10-01T17:07:00,TN,493.60
flight,SEA,LAX,2025-10-01T12:00:00,2025-10-01T14:57:00,TN,493.60
flight,SEA,YYC,2025-10-01T08:40:00,2025-10-01T11:37:00,WS,571.00
flight,SEA,JFK,2025-10-01T23:59:00,2025-10-02T08:20:00,B6,594.60
flight,SEA,KEF,2025-10-01T19:00:00,2025-10-02T09:25:00,FI,608.80
flight,SEA,KEF,2025-10-01T15:45:00,2025-10-02T06:15:00,FI,608.80
flight,SEA,KEF,2025-10-01T15:45:00,2025-10-02T06:15:00,FI,608.80
flight,SEA,KEF,2025-10-01T19:00:00,2025-10-02T09:25:00,FI,610.40
flight,SEA,KEF,2025-10-01T19:00:00,2025-10-02T09:25:00,FI,610.40
flight,SEA,IST,2025-10-01T19:10:00,2025-10-02T17:00:00,TK,616.20
flight,SEA,IST,2025-10-01T19:10:00,2025-10-02T17:00:00,TK,616.20
flight,SEA,YVR,2025-10-01T22:55:00,2025-10-01T23:58:00,WS,686.00
flight,SEA,YVR,2025-10-01T22:55:00,2025-10-01T23:58:00,WS,686.00
flight,SEA,YVR,2025-10-01T22:55:00,2025-10-01T23:58:00,WS,686.00
flight,SEA,IST,2025-10-01T19:10:00,2025-10-02T17:00:00,TK,694.20
flight,SEA,IST,2025-10-01T19:10:00,2025-10-02T17:00:00,TK,694.20
flight,SEA,YYC,2025-10-01T13:50:00,2025-10-01T16:31:00,WS,701.00
flight,SEA,CDG,2025-10-01T18:35:00,2025-10-02T13:40:00,VS,826.00
flight,SEA,ORD,2025-10-01T10:50:00,2025-10-01T17:05:00,UA,826.00
flight,SEA,ORD,2025-10-01T07:00:00,2025-10-01T13:15:00,UA,826.00
flight,SEA,EWR,2025-10-01T08:30:00,2025-10-01T19:30:00,UA,826.00
flight,SEA,EWR,2025-10-01T12:00:00,2025-10-01T20:30:00,UA,826.00
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,UA,826.00
flight,SEA,EWR,2025-10-01T06:00:00,2025-10-01T14:23:00,UA,826.00
flight,SEA,YUL,2025-10-01T07:15:00,2025-10-01T15:28:00,AC,826.00
flight,SEA,YUL,2025-10-01T07:15:00,2025-10-01T15:28:00,AC,826.00
flight,SEA,YUL,2025-10-01T07:15:00,2025-10-01T15:28:00,UA,826.00
flight,SEA,YUL,2025-10-01T07:15:00,2025-10-01T15:28:00,UA,826.00
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,UA,826.00
flight,SEA,LAX,2025-10-01T12:45:00,2025-10-01T15:35:00,VS,826.00
flight,SEA,BOS,2025-10-01T07:50:00,2025-10-01T16:22:00,VS,826.00
flight,SEA,ATL,2025-10-01T07:25:00,2025-10-01T15:16:00,VS,826.00
flight,SEA,JFK,2025-10-01T07:45:00,2025-10-01T16:20:00,VS,826.00
flight,SEA,JFK,2025-10-01T07:45:00,2025-10-01T16:20:00,VS,826.00
flight,SEA,LAX,2025-10-01T10:15:00,2025-10-01T13:08:00,VS,826.00
flight,SEA,EWR,2025-10-01T06:00:00,2025-10-01T14:23:00,UA,826.00
flight,SEA,SFO,2025-10-01T08:42:00,2025-10-01T10:59:00,UA,826.00
flight,SEA,SFO,2025-10-01T07:00:00,2025-10-01T09:20:00,UA,826.00
flight,SEA,ORD,2025-10-01T07:05:00,2025-10-01T17:09:00,UA,826.00
flight,SEA,LHR,2025-10-01T17:35:00,2025-10-02T11:20:00,VS,829.80
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,UA,848.50
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,UA,848.50
flight,SEA,CDG,2025-10-01T13:30:00,2025-10-02T08:05:00,AF,852.00
flight,SEA,CDG,2025-10-01T18:35:00,2025-10-02T13:40:00,AF,852.00
flight,SEA,MSP,2025-10-01T09:25:00,2025-10-01T14:45:00,AF,852.00
flight,SEA,DTW,2025-10-01T11:46:00,2025-10-01T19:12:00,AF,852.00
flight,SEA,JFK,2025-10-01T11:25:00,2025-10-01T20:05:00,AF,852.00
flight,SEA,BOS,2025-10-01T07:50:00,2025-10-01T16:22:00,AF,852.00
flight,SEA,MSP,2025-10-01T09:25:00,2025-10-01T14:45:00,KL,852.00
flight,SEA,SLC,2025-10-01T11:15:00,2025-10-01T14:22:00,KL,852.00
flight,SEA,LAX,2025-10-01T14:25:00,2025-10-01T17:12:00,KL,852.00
flight,SEA,JFK,2025-10-01T07:45:00,2025-10-01T16:20:00,KL,852.00
flight,SEA,SFO,2025-10-01T10:25:00,2025-10-01T12:45:00,KL,852.00
flight,SEA,JFK,2025-10-01T11:25:00,2025-10-01T20:05:00,KL,852.00
flight,SEA,JFK,2025-10-01T07:45:00,2025-10-01T16:20:00,KL,852.00
flight,SEA,ORD,2025-10-01T10:50:00,2025-10-01T17:05:00,LX,865.10
flight,SEA,SFO,2025-10-01T15:28:00,2025-10-01T17:45:00,LX,865.10
flight,SEA,SFO,2025-10-01T15:28:00,2025-10-01T17:45:00,LX,865.10
flight,SEA,ORD,2025-10-01T10:50:00,2025-10-01T17:05:00,LX,865.10
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,867.50
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,867.50
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,867.50
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,871.70
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,871.70
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,OS,873.60
flight,SEA,EWR,2025-10-01T22:54:00,2025-10-02T07:09:00,UA,886.00
flight,SEA,FRA,2025-10-01T17:05:00,2025-10-02T12:10:00,DE,886.20
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,889.90
flight,SEA,ORD,2025-10-01T23:40:00,2025-10-02T05:40:00,UA,891.60
flight,SEA,LHR,2025-10-01T20:25:00,2025-10-02T14:15:00,AF,903.90
flight,SEA,LHR,2025-10-01T17:35:00,2025-10-02T11:20:00,AF,903.90
flight,SEA,LHR,2025-10-01T20:25:00,2025-10-02T14:15:00,AF,903.90
flight,SEA,LHR,2025-10-01T17:35:00,2025-10-02T11:20:00,AF,903.90
flight,SEA,IST,2025-10-01T19:10:00,2025-10-02T17:00:00,TK,910.20
flight,SEA,IST,2025-10-01T19:10:00,2025-10-02T17:00:00,TK,910.20
flight,SEA,ORD,2025-10-01T10:50:00,2025-10-01T17:05:00,SN,945.00
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,LH,945.00
flight,SEA,ORD,2025-10-01T07:00:00,2025-10-01T13:15:00,LH,945.00
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,LH,945.00
flight,SEA,DFW,2025-10-01T09:24:00,2025-10-01T15:32:00,AY,946.00
flight,SEA,DFW,2025-10-01T07:48:00,2025-10-01T13:45:00,AY,946.00
flight,SEA,AMS,2025-10-01T14:10:00,2025-10-02T09:00:00,AF,950.10
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,AF,950.10
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,AF,950.10
flight,SEA,AMS,2025-10-01T14:10:00,2025-10-02T09:00:00,AF,950.10
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,AF,950.10
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,AF,950.10
flight,SEA,AMS,2025-10-01T14:10:00,2025-10-02T09:00:00,AF,950.10
flight,SEA,AMS,2025-10-01T14:10:00,2025-10-02T09:00:00,AF,950.10
flight,SEA,DUB,2025-10-01T19:35:00,2025-10-02T12:35:00,EI,951.50
flight,SEA,DFW,2025-10-01T09:24:00,2025-10-01T15:32:00,IB,974.00
flight,SEA,DFW,2025-10-01T07:48:00,2025-10-01T13:45:00,IB,974.00
flight,SEA,DFW,2025-10-01T05:26:00,2025-10-01T11:24:00,IB,974.00
flight,SEA,ATL,2025-10-01T06:00:00,2025-10-01T13:49:00,VS,976.00
flight,SEA,JFK,2025-10-01T11:25:00,2025-10-01T20:05:00,VS,976.00
flight,SEA,DTW,2025-10-01T06:00:00,2025-10-01T13:20:00,VS,976.00
flight,SEA,ATL,2025-10-01T06:00:00,2025-10-01T13:49:00,VS,976.00
flight,SEA,YVR,2025-10-01T09:12:00,2025-10-01T10:25:00,AF,1002.00
flight,SEA,JFK,2025-10-01T22:41:00,2025-10-02T07:06:00,AS,1023.00
flight,SEA,JFK,2025-10-01T23:59:00,2025-10-02T08:20:00,AT,1032.60
flight,SEA,JFK,2025-10-01T23:59:00,2025-10-02T08:20:00,AT,1032.60
flight,SEA,JFK,2025-10-01T23:59:00,2025-10-02T08:20:00,AT,1032.60
flight,SEA,JFK,2025-10-01T23:59:00,2025-10-02T08:20:00,AT,1032.60
flight,SEA,JFK,2025-10-01T23:59:00,2025-10-02T08:20:00,AT,1032.60
flight,SEA,MSP,2025-10-01T09:25:00,2025-10-01T14:45:00,VS,1335.00
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,KL,1834.10
flight,SEA,AMS,2025-10-01T17:40:00,2025-10-02T12:25:00,KL,1834.10
flight,SEA,AMS,2025-10-01T14:10:00,2025-10-02T09:00:00,KL,1834.10
flight,SEA,CPH,2025-10-01T16:20:00,2025-10-02T10:50:00,SK,3105.00
flight,SEA,CPH,2025-10-01T16:20:00,2025-10-02T10:50:00,SK,3105.00
flight,SEA,KEF,2025-10-01T15:45:00,2025-10-02T06:15:00,FI,434.10
flight,SEA,KEF,2025-10-01T19:00:00,2025-10-02T09:25:00,FI,435.70
flight,SEA,ORD,2025-10-01T10:50:00,2025-10-01T17:05:00,UA,439.30
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,UA,439.30
flight,SEA,YUL,2025-10-01T07:15:00,2025-10-01T15:28:00,UA,439.30
flight,SEA,EWR,2025-10-01T06:00:00,2025-10-01T14:23:00,UA,439.30
flight,SEA,EWR,2025-10-01T06:00:00,2025-10-01T14:23:00,UA,439.30
flight,SEA,ORD,2025-10-01T07:00:00,2025-10-01T13:15:00,UA,439.30
flight,SEA,YUL,2025-10-01T07:15:00,2025-10-01T15:28:00,AC,439.30
flight,SEA,ORD,2025-10-01T07:05:00,2025-10-01T17:09:00,UA,439.30
flight,SEA,YUL,2025-10-01T07:15:00,2025-10-01T15:28:00,UA,443.10
flight,SEA,SFO,2025-10-01T15:28:00,2025-10-01T17:45:00,UA,443.10
flight,SEA,SFO,2025-10-01T08:42:00,2025-10-01T10:59:00,UA,443.10
flight,SEA,YUL,2025-10-01T07:15:00,2025-10-01T15:28:00,UA,443.10
flight,SEA,YUL,2025-10-01T07:15:00,2025-10-01T15:28:00,UA,443.10
flight,SEA,SFO,2025-10-01T07:00:00,2025-10-01T09:20:00,UA,443.10
flight,SEA,SFO,2025-10-01T13:00:00,2025-10-01T15:17:00,UA,443.10
flight,SEA,SFO,2025-10-01T08:42:00,2025-10-01T10:59:00,UA,443.10
flight,SEA,YUL,2025-10-01T07:15:00,2025-10-01T15:28:00,UA,443.10
flight,SEA,EWR,2025-10-01T06:00:00,2025-10-01T14:23:00,UA,443.10
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,UA,461.80
flight,SEA,JFK,2025-10-01T07:45:00,2025-10-01T16:20:00,AF,465.30
flight,SEA,JFK,2025-10-01T07:45:00,2025-10-01T16:20:00,KL,465.30
flight,SEA,SFO,2025-10-01T15:28:00,2025-10-01T17:45:00,LX,478.40
flight,SEA,SFO,2025-10-01T15:28:00,2025-10-01T17:45:00,LX,478.40
flight,SEA,SFO,2025-10-01T13:00:00,2025-10-01T15:17:00,LX,478.40
