type,origin,destination,departure,arrival,carrier,price
flight,SEA,SFO,2025-10-01T11:20:00,2025-10-01T13:38:00,AS,968.00
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,UA,996.30
flight,SEA,IST,2025-10-01T19:05:00,2025-10-02T17:00:00,TK,1000.10
flight,SEA,LHR,2025-10-01T13:30:00,2025-10-02T06:50:00,AY,1001.60
flight,SEA,EWR,2025-10-01T08:30:00,2025-10-01T19:30:00,UA,1079.00
flight,SEA,JFK,2025-10-01T07:20:00,2025-10-01T16:03:00,VS,1374.00
flight,SEA,JFK,2025-10-01T22:55:00,2025-10-02T07:23:00,VS,1384.60
flight,SEA,IST,2025-10-01T19:05:00,2025-10-02T17:00:00,TK,1464.10
flight,SEA,LHR,2025-10-01T20:20:00,2025-10-02T13:40:00,AY,1486.60
flight,SEA,LHR,2025-10-01T20:20:00,2025-10-02T13:40:00,AY,1486.60
flight,SEA,CPH,2025-10-01T16:20:00,2025-10-02T11:00:00,SK,3104.80
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,UA,4523.00
flight,SEA,IAD,2025-10-01T09:55:00,2025-10-01T17:55:00,AS,4584.00
flight,SEA,DCA,2025-10-01T08:00:00,2025-10-01T16:15:00,AS,4593.00
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,4658.40
flight,SEA,FRA,2025-10-01T17:05:00,2025-10-02T12:10:00,DE,4703.40
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,UA,6076.30
flight,SEA,LHR,2025-10-01T17:35:00,2025-10-02T11:25:00,VS,8197.60
flight,MAD,IST,2025-10-01T18:20:00,2025-10-01T23:35:00,TK,818.31
flight,MAD,IST,2025-10-01T14:45:00,2025-10-01T20:00:00,TK,818.31
flight,MAD,IST,2025-10-01T18:20:00,2025-10-01T23:35:00,TK,818.31
flight,MAD,IST,2025-10-01T14:45:00,2025-10-01T20:00:00,TK,818.31
flight,MAD,IAD,2025-10-01T11:50:00,2025-10-01T15:00:00,AY,1003.81
flight,MAD,LHR,2025-10-01T07:00:00,2025-10-01T08:25:00,IB,1008.01
flight,MAD,LHR,2025-10-01T13:30:00,2025-10-01T14:55:00,IB,1008.01
flight,MAD,ORD,2025-10-01T17:10:00,2025-10-01T18:45:00,IB,1010.21
flight,MAD,DFW,2025-10-01T12:40:00,2025-10-01T16:20:00,IB,1010.21
flight,MAD,DFW,2025-10-01T12:40:00,2025-10-01T16:20:00,IB,1010.21
flight,MAD,ORD,2025-10-01T11:35:00,2025-10-01T14:15:00,IB,1010.21
flight,MAD,ORD,2025-10-01T11:35:00,2025-10-01T14:15:00,IB,1010.21
flight,MAD,LAX,2025-10-01T12:35:00,2025-10-01T17:20:00,IB,1047.21
flight,MAD,DUB,2025-10-01T07:00:00,2025-10-01T08:30:00,EI,1428.61
flight,MAD,DUB,2025-10-01T10:35:00,2025-10-01T12:10:00,EI,1586.61
flight,MAD,YUL,2025-10-01T12:15:00,2025-10-01T14:00:00,UA,1594.61
flight,MAD,MUC,2025-10-01T11:45:00,2025-10-01T14:15:00,LH,1613.81
flight,MAD,MUC,2025-10-01T07:05:00,2025-10-01T09:35:00,LH,1613.81
flight,MAD,FRA,2025-10-01T06:00:00,2025-10-01T08:35:00,UA,1622.01
flight,MAD,FRA,2025-10-01T06:00:00,2025-10-01T08:35:00,LH,1642.41
flight,MAD,ATL,2025-10-01T10:05:00,2025-10-01T14:00:00,VS,1685.21
flight,MAD,ATL,2025-10-01T10:05:00,2025-10-01T14:00:00,VS,1685.21
flight,MAD,LHR,2025-10-01T12:10:00,2025-10-01T13:35:00,IB,2027.01
flight,MAD,EWR,2025-10-01T10:50:00,2025-10-01T13:25:00,UA,3090.71
flight,MAD,IAD,2025-10-01T11:15:00,2025-10-01T14:05:00,UA,3090.71
flight,MAD,IAD,2025-10-01T11:15:00,2025-10-01T14:05:00,UA,4077.21
flight,MAD,YUL,2025-10-01T12:45:00,2025-10-01T14:30:00,AC,4192.61
flight,MAD,JFK,2025-10-01T12:25:00,2025-10-01T14:45:00,AY,4272.81
flight,MAD,IAD,2025-10-01T12:55:00,2025-10-01T16:05:00,IB,4279.21
flight,MAD,MUC,2025-10-01T07:05:00,2025-10-01T09:35:00,SQ,5227.01
flight,MAD,FRA,2025-10-01T06:00:00,2025-10-01T08:35:00,SQ,5566.21
flight,MAD,JFK,2025-10-01T12:35:00,2025-10-01T14:55:00,IB,8254.21
flight,MAD,CDG,2025-10-01T06:00:00,2025-10-01T08:05:00,SQ,8698.31
flight,MAD,BCN,2025-10-01T21:35:00,2025-10-01T22:50:00,IB,71.80
flight,MAD,BCN,2025-10-01T11:25:00,2025-10-01T12:45:00,VY,84.80
flight,MAD,BCN,2025-10-01T06:45:00,2025-10-01T08:00:00,VY,89.80
flight,MAD,BCN,2025-10-01T07:45:00,2025-10-01T09:00:00,VY,89.80
flight,MAD,BCN,2025-10-01T12:45:00,2025-10-01T14:00:00,VY,89.80
flight,MAD,BCN,2025-10-01T14:55:00,2025-10-01T16:10:00,VY,89.80
flight,MAD,BCN,2025-10-01T18:00:00,2025-10-01T19:15:00,VY,89.80
flight,MAD,BCN,2025-10-01T15:55:00,2025-10-01T17:20:00,VY,89.80
flight,MAD,BCN,2025-10-01T12:45:00,2025-10-01T14:00:00,IB,92.80
flight,MAD,BCN,2025-10-01T16:55:00,2025-10-01T18:10:00,IB,92.80
flight,MAD,BCN,2025-10-01T18:00:00,2025-10-01T19:15:00,IB,92.80
flight,MAD,BCN,2025-10-01T19:05:00,2025-10-01T20:20:00,IB,92.80
flight,MAD,BCN,2025-10-01T20:00:00,2025-10-01T21:15:00,IB,99.80
flight,MAD,BCN,2025-10-01T10:30:00,2025-10-01T11:45:00,VY,103.80
flight,MAD,BCN,2025-10-01T06:45:00,2025-10-01T08:00:00,IB,119.80
flight,MAD,BCN,2025-10-01T11:25:00,2025-10-01T12:45:00,IB,119.80
flight,MAD,BCN,2025-10-01T08:30:00,2025-10-01T09:45:00,VY,130.80
flight,MAD,BCN,2025-10-01T19:05:00,2025-10-01T20:20:00,VY,130.80
flight,MAD,BCN,2025-10-01T20:00:00,2025-10-01T21:15:00,VY,130.80
flight,MAD,BCN,2025-10-01T07:45:00,2025-10-01T09:00:00,IB,131.80
flight,MAD,BCN,2025-10-01T10:30:00,2025-10-01T11:45:00,IB,131.80
flight,MAD,BCN,2025-10-01T08:30:00,2025-10-01T09:45:00,IB,145.80
flight,MAD,BCN,2025-10-01T14:55:00,2025-10-01T16:10:00,IB,145.80
flight,MAD,BCN,2025-10-01T15:55:00,2025-10-01T17:10:00,IB,145.80
flight,MAD,VLC,2025-10-01T23:10:00,2025-10-02T00:15:00,IB,250.10
flight,MAD,VLC,2025-10-01T15:55:00,2025-10-01T17:00:00,IB,437.50
flight,MAD,SVQ,2025-10-01T07:40:00,2025-10-01T08:50:00,IB,80.80
flight,MAD,SVQ,2025-10-01T07:40:00,2025-10-01T08:50:00,VY,98.80
flight,MAD,SVQ,2025-10-01T11:20:00,2025-10-01T12:30:00,VY,113.80
flight,MAD,LEI,2025-10-01T19:50:00,2025-10-01T21:05:00,IB,212.10
flight,MAD,SVQ,2025-10-01T18:15:00,2025-10-01T19:20:00,IB,271.80
flight,MAD,LEI,2025-10-01T12:30:00,2025-10-01T13:45:00,IB,284.10
flight,MAD,VLC,2025-10-01T23:10:00,2025-10-02T00:15:00,IB,293.10
flight,MAD,VLC,2025-10-01T23:10:00,2025-10-02T00:15:00,IB,310.50
flight,MAD,VLC,2025-10-01T14:00:00,2025-10-01T15:05:00,IB,349.10
flight,MAD,VLC,2025-10-01T15:55:00,2025-10-01T17:00:00,IB,480.50
flight,MAD,LEI,2025-10-01T15:50:00,2025-10-01T17:05:00,IB,588.10
flight,MAD,LEI,2025-10-01T15:50:00,2025-10-01T17:05:00,IB,603.80
flight,MAD,LIS,2025-10-01T18:55:00,2025-10-01T19:15:00,UX,27.50
flight,MAD,LIS,2025-10-01T16:20:00,2025-10-01T16:45:00,TP,59.10
flight,MAD,LIS,2025-10-01T07:20:00,2025-10-01T07:45:00,VY,101.50
flight,MAD,LIS,2025-10-01T11:05:00,2025-10-01T11:30:00,TP,106.90
flight,MAD,LIS,2025-10-01T17:55:00,2025-10-01T18:20:00,TP,106.90
flight,MAD,LIS,2025-10-01T20:10:00,2025-10-01T20:35:00,TP,106.90
flight,MAD,LIS,2025-10-01T22:15:00,2025-10-01T22:40:00,TP,106.90
flight,MAD,LIS,2025-10-01T11:25:00,2025-10-01T11:50:00,VY,115.50
flight,MAD,LIS,2025-10-01T15:40:00,2025-10-01T16:05:00,VY,115.50
flight,MAD,LIS,2025-10-01T19:40:00,2025-10-01T20:05:00,VY,115.50
flight,MAD,LIS,2025-10-01T23:00:00,2025-10-01T23:25:00,VY,115.50
flight,MAD,LIS,2025-10-01T13:35:00,2025-10-01T14:00:00,TP,129.90
flight,MAD,LIS,2025-10-01T07:20:00,2025-10-01T07:45:00,IB,135.50
flight,MAD,LIS,2025-10-01T23:00:00,2025-10-01T23:25:00,IB,135.50
flight,MAD,LIS,2025-10-01T07:40:00,2025-10-01T08:05:00,TP,151.90
flight,MAD,LUX,2025-10-01T20:35:00,2025-10-01T22:50:00,LG,177.70
flight,MAD,LIS,2025-10-01T19:40:00,2025-10-01T20:05:00,IB,188.50
flight,MAD,CMN,2025-10-01T13:35:00,2025-10-01T14:25:00,AT,236.60
flight,MAD,LIS,2025-10-01T11:25:00,2025-10-01T11:50:00,IB,261.50
flight,MAD,LIS,2025-10-01T15:40:00,2025-10-01T16:05:00,IB,261.50
flight,MAD,CMN,2025-10-01T20:10:00,2025-10-01T21:00:00,AT,283.60
flight,MAD,CDG,2025-10-01T10:05:00,2025-10-01T12:10:00,AF,289.10
flight,MAD,CDG,2025-10-01T06:00:00,2025-10-01T08:05:00,AF,289.10
flight,MAD,AMS,2025-10-01T13:05:00,2025-10-01T15:35:00,KL,291.90
flight,MAD,ATH,2025-10-01T01:20:00,2025-10-01T05:45:00,A3,293.00
flight,MAD,ATH,2025-10-01T01:20:00,2025-10-01T05:45:00,A3,293.00
flight,MAD,CMN,2025-10-01T16:25:00,2025-10-01T17:20:00,AT,309.60
flight,MAD,LIS,2025-10-01T18:00:00,2025-10-01T18:25:00,IB,312.50
flight,MAD,CDG,2025-10-01T06:00:00,2025-10-01T08:05:00,AF,325.10
flight,MAD,CDG,2025-10-01T17:45:00,2025-10-01T19:50:00,AF,338.10
flight,MAD,CDG,2025-10-01T12:20:00,2025-10-01T14:25:00,AF,338.10
flight,MAD,CDG,2025-10-01T10:05:00,2025-10-01T12:10:00,AF,338.10
flight,MAD,ATH,2025-10-01T12:45:00,2025-10-01T17:10:00,A3,361.00
flight,MAD,ATH,2025-10-01T12:45:00,2025-10-01T17:10:00,A3,361.00
flight,MAD,BRU,2025-10-01T06:20:00,2025-10-01T08:35:00,SN,365.60
flight,MAD,CDG,2025-10-01T16:40:00,2025-10-01T18:45:00,AF,394.10
flight,MAD,CPH,2025-10-01T12:55:00,2025-10-01T16:10:00,SK,428.50
flight,MAD,BRU,2025-10-01T12:40:00,2025-10-01T14:55:00,SN,481.50
flight,MAD,MUC,2025-10-01T07:05:00,2025-10-01T09:35:00,LH,498.90
flight,MAD,ZRH,2025-10-01T10:05:00,2025-10-01T12:20:00,LX,502.90
flight,MAD,DUB,2025-10-01T10:35:00,2025-10-01T12:10:00,EI,801.20
flight,BCN,YYC,2025-10-01T14:25:00,2025-10-01T16:35:00,WS,613.31
flight,BCN,YYC,2025-10-01T14:25:00,2025-10-01T16:35:00,WS,613.31
flight,BCN,ORD,2025-10-01T10:45:00,2025-10-01T13:30:00,IB,1005.91
flight,BCN,DFW,2025-10-01T12:20:00,2025-10-01T16:30:00,IB,1005.91
flight,BCN,DFW,2025-10-01T12:20:00,2025-10-01T16:30:00,IB,1005.91
flight,BCN,ORD,2025-10-01T10:45:00,2025-10-01T13:30:00,IB,1005.91
flight,BCN,LHR,2025-10-01T21:15:00,2025-10-01T22:30:00,IB,1006.91
flight,BCN,IST,2025-10-01T07:30:00,2025-10-01T12:10:00,TK,1009.01
flight,BCN,IST,2025-10-01T18:30:00,2025-10-01T23:00:00,TK,1009.01
flight,BCN,IST,2025-10-01T12:00:00,2025-10-01T16:35:00,TK,1009.01
flight,BCN,IST,2025-10-01T18:30:00,2025-10-01T23:00:00,TK,1009.01
flight,BCN,LHR,2025-10-01T19:30:00,2025-10-01T20:45:00,IB,1128.91
flight,BCN,DUB,2025-10-01T23:05:00,2025-10-02T00:45:00,EI,1400.81
flight,BCN,DUB,2025-10-01T11:00:00,2025-10-01T12:50:00,EI,1427.51
flight,BCN,YUL,2025-10-01T12:15:00,2025-10-01T14:30:00,UA,1590.31
flight,BCN,ORD,2025-10-01T15:15:00,2025-10-01T18:05:00,UA,1595.91
flight,BCN,YYZ,2025-10-01T13:15:00,2025-10-01T16:00:00,AC,1596.91
flight,BCN,AMS,2025-10-01T11:05:00,2025-10-01T13:25:00,KL,1600.01
flight,BCN,AMS,2025-10-01T09:20:00,2025-10-01T11:40:00,KL,1600.01
flight,BCN,MUC,2025-10-01T12:00:00,2025-10-01T14:00:00,LH,1612.71
flight,BCN,MUC,2025-10-01T09:05:00,2025-10-01T11:05:00,LH,1612.71
flight,BCN,FRA,2025-10-01T06:50:00,2025-10-01T09:00:00,UA,1620.91
flight,BCN,FRA,2025-10-01T06:50:00,2025-10-01T09:00:00,LH,1641.31
flight,BCN,DUB,2025-10-01T07:20:00,2025-10-01T09:10:00,VY,1677.51
flight,BCN,DUB,2025-10-01T18:25:00,2025-10-01T20:20:00,VY,1687.81
flight,BCN,LHR,2025-10-01T13:10:00,2025-10-01T14:35:00,IB,2025.91
flight,BCN,LHR,2025-10-01T10:35:00,2025-10-01T12:00:00,IB,2025.91
flight,BCN,SFO,2025-10-01T16:00:00,2025-10-01T19:15:00,UA,3086.41
flight,BCN,IAD,2025-10-01T11:15:00,2025-10-01T14:30:00,UA,3086.41
flight,BCN,EWR,2025-10-01T12:00:00,2025-10-01T14:45:00,UA,3086.41
flight,BCN,SFO,2025-10-01T16:00:00,2025-10-01T19:15:00,UA,4057.91
flight,BCN,ORD,2025-10-01T15:15:00,2025-10-01T18:05:00,UA,4072.91
flight,BCN,IAD,2025-10-01T11:15:00,2025-10-01T14:30:00,UA,4072.91
flight,BCN,IAD,2025-10-01T11:15:00,2025-10-01T14:30:00,UA,4072.91
flight,BCN,YUL,2025-10-01T12:10:00,2025-10-01T14:30:00,AC,4188.31
flight,BCN,SIN,2025-10-01T10:35:00,2025-10-02T07:40:00,SQ,4675.81
flight,BCN,MAD,2025-10-01T07:00:00,2025-10-01T08:25:00,VY,88.60
flight,BCN,MAD,2025-10-01T08:00:00,2025-10-01T09:25:00,VY,88.60
flight,BCN,MAD,2025-10-01T08:45:00,2025-10-01T10:10:00,VY,88.60
flight,BCN,MAD,2025-10-01T09:15:00,2025-10-01T10:40:00,VY,88.60
flight,BCN,MAD,2025-10-01T09:45:00,2025-10-01T11:10:00,VY,88.60
flight,BCN,MAD,2025-10-01T10:35:00,2025-10-01T12:00:00,VY,88.60
flight,BCN,MAD,2025-10-01T12:30:00,2025-10-01T13:55:00,VY,88.60
flight,BCN,MAD,2025-10-01T16:55:00,2025-10-01T18:20:00,VY,88.60
flight,BCN,MAD,2025-10-01T18:10:00,2025-10-01T19:35:00,VY,88.60
flight,BCN,MAD,2025-10-01T18:55:00,2025-10-01T20:20:00,VY,88.60
flight,BCN,MAD,2025-10-01T19:55:00,2025-10-01T21:20:00,VY,88.60
flight,BCN,MAD,2025-10-01T21:10:00,2025-10-01T22:35:00,VY,88.60
flight,BCN,MAD,2025-10-01T13:35:00,2025-10-01T15:00:00,VY,88.60
flight,BCN,MAD,2025-10-01T14:50:00,2025-10-01T16:15:00,VY,88.60
flight,BCN,MAD,2025-10-01T08:45:00,2025-10-01T10:10:00,IB,91.60
flight,BCN,MAD,2025-10-01T16:55:00,2025-10-01T18:20:00,IB,91.60
flight,BCN,MAD,2025-10-01T18:55:00,2025-10-01T20:20:00,IB,91.60
flight,BCN,MAD,2025-10-01T13:35:00,2025-10-01T15:00:00,IB,118.60
flight,BCN,MAD,2025-10-01T14:50:00,2025-10-01T16:15:00,IB,118.60
flight,BCN,MAD,2025-10-01T12:30:00,2025-10-01T13:55:00,IB,130.60
flight,BCN,MAD,2025-10-01T21:10:00,2025-10-01T22:35:00,IB,144.60
flight,BCN,MAD,2025-10-01T09:45:00,2025-10-01T11:10:00,IB,157.60
flight,BCN,MAD,2025-10-01T19:55:00,2025-10-01T21:20:00,IB,157.60
flight,BCN,MAD,2025-10-01T10:35:00,2025-10-01T12:00:00,IB,179.60
flight,BCN,MAD,2025-10-01T18:00:00,2025-10-01T19:25:00,IB,179.60
flight,BCN,BJZ,2025-10-01T14:30:00,2025-10-01T16:10:00,IB,189.00
flight,BCN,MAD,2025-10-01T07:00:00,2025-10-01T08:25:00,IB,203.60
flight,BCN,MAD,2025-10-01T08:00:00,2025-10-01T09:25:00,IB,203.60
flight,BCN,MAD,2025-10-01T09:15:00,2025-10-01T10:40:00,IB,221.60
flight,BCN,SVQ,2025-10-01T07:10:00,2025-10-01T08:50:00,VY,78.60
