type,origin,destination,departure,arrival,carrier,price
flight,SEA,DUB,2025-10-01T18:45:00,2025-10-02T11:45:00,EI,1388.50
flight,SEA,DUB,2025-10-01T18:45:00,2025-10-02T11:45:00,EI,1388.50
flight,SEA,JFK,2025-10-01T22:55:00,2025-10-02T07:23:00,VS,1400.60
flight,SEA,BOS,2025-10-01T22:00:00,2025-10-02T06:31:00,VS,1400.60
flight,SEA,ORD,2025-10-01T10:50:00,2025-10-01T17:05:00,UA,2995.00
flight,SEA,CPH,2025-10-01T16:20:00,2025-10-02T11:00:00,SK,3104.80
flight,SEA,YUL,2025-10-01T07:20:00,2025-10-01T15:33:00,UA,439.30
flight,SEA,YUL,2025-10-01T07:15:00,2025-10-01T15:28:00,AC,439.30
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,UA,461.60
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,UA,465.70
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,UA,465.70
flight,SEA,ATL,2025-10-01T15:20:00,2025-10-01T23:16:00,VS,504.90
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,UA,561.60
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,UA,707.00
flight,SEA,ATL,2025-10-01T13:45:00,2025-10-01T21:50:00,VS,770.90
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,789.60
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,793.70
flight,SEA,FRA,2025-10-01T17:05:00,2025-10-02T12:10:00,DE,915.80
flight,SEA,FRA,2025-10-01T17:05:00,2025-10-02T12:10:00,DE,915.80
flight,SEA,IST,2025-10-01T19:05:00,2025-10-02T17:00:00,TK,919.40
flight,SEA,IST,2025-10-01T19:05:00,2025-10-02T17:00:00,TK,919.40
flight,SEA,JFK,2025-10-01T22:39:00,2025-10-02T06:50:00,AT,1301.20
flight,SEA,JFK,2025-10-01T22:39:00,2025-10-02T06:50:00,AT,1306.80
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,UA,1504.30
flight,SEA,EWR,2025-10-01T06:00:00,2025-10-01T14:23:00,UA,1504.30
flight,SEA,DUB,2025-10-01T18:45:00,2025-10-02T11:45:00,EI,1668.80
flight,SEA,DUB,2025-10-01T18:45:00,2025-10-02T11:45:00,EI,1679.10
flight,SEA,CPH,2025-10-01T16:20:00,2025-10-02T11:00:00,SK,3157.50
flight,SEA,CPH,2025-10-01T16:20:00,2025-10-02T11:00:00,SK,3157.50
flight,SEA,ORD,2025-10-01T10:50:00,2025-10-01T17:05:00,UA,4358.30
flight,SEA,ORD,2025-10-01T07:00:00,2025-10-01T13:15:00,UA,4358.30
flight,SEA,ORD,2025-10-01T07:00:00,2025-10-01T17:09:00,UA,4358.30
flight,SEA,EWR,2025-10-01T22:30:00,2025-10-02T06:55:00,AS,4502.30
flight,SEA,EWR,2025-10-01T22:30:00,2025-10-02T06:55:00,AS,4502.30
flight,SEA,ORD,2025-10-01T09:55:00,2025-10-01T16:10:00,AS,4526.30
flight,SEA,EWR,2025-10-01T06:15:00,2025-10-01T14:40:00,AS,4534.30
flight,SEA,EWR,2025-10-01T06:00:00,2025-10-01T14:23:00,UA,4627.30
flight,SEA,IAD,2025-10-01T21:55:00,2025-10-02T05:55:00,AS,4684.30
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,4754.60
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,4758.70
flight,SEA,EWR,2025-10-01T06:00:00,2025-10-01T14:23:00,UA,495.40
flight,SEA,JFK,2025-10-01T22:39:00,2025-10-02T06:50:00,AT,899.90
flight,SEA,IST,2025-10-01T19:05:00,2025-10-02T17:00:00,TK,902.10
flight,SEA,IST,2025-10-01T19:05:00,2025-10-02T17:00:00,TK,902.10
flight,SEA,JFK,2025-10-01T22:39:00,2025-10-02T06:50:00,AT,905.50
flight,SEA,FRA,2025-10-01T17:05:00,2025-10-02T12:10:00,DE,915.50
flight,SEA,DUB,2025-10-01T18:45:00,2025-10-02T11:45:00,EI,1263.50
flight,SEA,DUB,2025-10-01T18:45:00,2025-10-02T11:45:00,EI,1263.50
flight,SEA,IAD,2025-10-01T08:00:00,2025-10-01T16:09:00,UA,1335.00
flight,SEA,EWR,2025-10-01T06:00:00,2025-10-01T14:23:00,UA,1335.00
flight,SEA,SFO,2025-10-01T08:42:00,2025-10-01T10:59:00,UA,1335.00
flight,SEA,ATL,2025-10-01T07:20:00,2025-10-01T15:21:00,VS,1335.00
flight,SEA,YUL,2025-10-01T07:15:00,2025-10-01T15:28:00,AC,1335.00
flight,SEA,ATL,2025-10-01T07:20:00,2025-10-01T15:21:00,VS,1335.00
flight,SEA,SLC,2025-10-01T05:45:00,2025-10-01T08:48:00,VS,1335.00
flight,SEA,LHR,2025-10-01T20:25:00,2025-10-02T14:15:00,VS,1338.60
flight,SEA,LHR,2025-10-01T20:25:00,2025-10-02T14:15:00,VS,1338.60
flight,SEA,LHR,2025-10-01T17:35:00,2025-10-02T11:25:00,VS,1338.60
flight,SEA,LHR,2025-10-01T17:35:00,2025-10-02T11:25:00,VS,1338.60
flight,SEA,YYZ,2025-10-01T12:20:00,2025-10-01T20:04:00,UA,1341.60
flight,SEA,YYZ,2025-10-01T12:00:00,2025-10-01T19:44:00,AC,1341.60
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,UA,1357.30
flight,SEA,LHR,2025-10-01T20:25:00,2025-10-02T14:15:00,VS,1358.70
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,UA,1361.40
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,UA,1361.40
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,1376.30
flight,SEA,MUC,2025-10-01T18:50:00,2025-10-02T13:40:00,LH,1376.30
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,1380.40
flight,SEA,FRA,2025-10-01T14:20:00,2025-10-02T08:55:00,LH,1380.40
flight,SEA,BOS,2025-10-01T22:00:00,2025-10-02T06:31:00,VS,1395.00
flight,SEA,JFK,2025-10-01T22:55:00,2025-10-02T07:23:00,VS,1395.00
flight,SEA,BOS,2025-10-01T22:00:00,2025-10-02T06:31:00,VS,1400.60
flight,SEA,JFK,2025-10-01T22:55:00,2025-10-02T07:23:00,VS,1400.60
flight,SEA,SLC,2025-10-01T21:25:00,2025-10-02T00:29:00,VS,1400.60
flight,SEA,JFK,2025-10-01T15:30:00,2025-10-02T00:10:00,VS,1400.60
flight,SEA,JFK,2025-10-01T15:30:00,2025-10-02T00:10:00,VS,1400.60
flight,SEA,ATL,2025-10-01T15:20:00,2025-10-01T23:16:00,VS,1400.60
flight,SEA,ATL,2025-10-01T13:45:00,2025-10-01T21:50:00,VS,1400.60
flight,SEA,ATL,2025-10-01T15:20:00,2025-10-01T23:16:00,VS,1400.60
flight,SEA,LHR,2025-10-01T20:25:00,2025-10-02T14:15:00,VS,1733.70
flight,SEA,ORD,2025-10-01T10:50:00,2025-10-01T17:05:00,UA,4358.00
flight,SEA,ORD,2025-10-01T07:00:00,2025-10-01T13:15:00,UA,4358.00
flight,SEA,ORD,2025-10-01T07:00:00,2025-10-01T17:09:00,UA,4358.00
flight,LHR,YYC,2025-10-01T14:10:00,2025-10-01T16:00:00,WS,549.41
flight,LHR,YYC,2025-10-01T14:10:00,2025-10-01T16:00:00,WS,635.41
flight,LHR,KEF,2025-10-01T13:05:00,2025-10-01T15:15:00,FI,652.11
flight,LHR,KEF,2025-10-01T21:25:00,2025-10-01T23:35:00,FI,687.71
flight,LHR,JFK,2025-10-01T11:55:00,2025-10-01T14:57:00,B6,754.31
flight,LGW,IST,2025-10-01T22:40:00,2025-10-02T04:30:00,TK,991.51
flight,LGW,IST,2025-10-01T17:15:00,2025-10-01T23:25:00,TK,991.51
flight,LGW,IST,2025-10-01T22:40:00,2025-10-02T04:30:00,TK,991.51
flight,LGW,IST,2025-10-01T17:15:00,2025-10-01T23:25:00,TK,991.51
flight,LHR,IST,2025-10-01T22:25:00,2025-10-02T04:15:00,TK,1033.61
flight,LHR,IST,2025-10-01T19:05:00,2025-10-02T01:00:00,TK,1033.61
flight,LHR,IST,2025-10-01T22:25:00,2025-10-02T04:15:00,TK,1033.61
flight,LHR,IST,2025-10-01T06:30:00,2025-10-01T12:35:00,TK,1151.61
flight,LHR,IST,2025-10-01T19:05:00,2025-10-02T01:00:00,TK,1504.61
flight,LHR,IST,2025-10-01T18:15:00,2025-10-02T00:05:00,TK,1504.61
flight,LHR,IST,2025-10-01T19:05:00,2025-10-02T01:00:00,TK,1504.61
flight,LHR,DUB,2025-10-01T12:00:00,2025-10-01T13:25:00,EI,1568.61
flight,LCY,DUB,2025-10-01T09:05:00,2025-10-01T10:30:00,EI,1653.71
flight,LCY,DUB,2025-10-01T06:45:00,2025-10-01T08:05:00,EI,1653.71
flight,LHR,DUB,2025-10-01T10:30:00,2025-10-01T11:55:00,EI,2101.61
flight,LHR,CPH,2025-10-01T06:40:00,2025-10-01T09:30:00,SK,2452.11
flight,LHR,ADD,2025-10-01T21:00:00,2025-10-02T06:45:00,ET,2772.83
flight,LHR,YUL,2025-10-01T09:30:00,2025-10-01T11:40:00,UA,2801.01
flight,LHR,FRA,2025-10-01T06:30:00,2025-10-01T09:05:00,UA,2810.91
flight,LHR,FRA,2025-10-01T06:30:00,2025-10-01T09:05:00,LH,2830.41
flight,LHR,SEA,2025-10-01T13:25:00,2025-10-01T15:45:00,VS,2903.01
flight,LHR,SEA,2025-10-01T17:25:00,2025-10-01T19:50:00,VS,2903.01
flight,LHR,SLC,2025-10-01T11:00:00,2025-10-01T14:30:00,VS,2908.61
flight,LHR,SLC,2025-10-01T11:00:00,2025-10-01T14:30:00,VS,2908.61
flight,LHR,MSP,2025-10-01T12:55:00,2025-10-01T16:00:00,VS,2908.61
flight,LHR,JFK,2025-10-01T10:55:00,2025-10-01T14:05:00,VS,2908.61
flight,LHR,BOS,2025-10-01T12:45:00,2025-10-01T15:40:00,VS,2908.61
flight,LHR,JFK,2025-10-01T12:55:00,2025-10-01T16:00:00,VS,2908.61
flight,LHR,JFK,2025-10-01T12:25:00,2025-10-01T15:30:00,VS,2908.61
flight,LHR,JFK,2025-10-01T09:35:00,2025-10-01T12:45:00,VS,2908.61
flight,LHR,MSP,2025-10-01T12:55:00,2025-10-01T16:00:00,VS,2908.61
flight,LHR,ATL,2025-10-01T13:05:00,2025-10-01T17:35:00,VS,2908.61
flight,LHR,BOS,2025-10-01T09:40:00,2025-10-01T12:25:00,VS,2908.61
flight,LHR,DTW,2025-10-01T11:45:00,2025-10-01T15:25:00,VS,2908.61
flight,LHR,AMS,2025-10-01T08:40:00,2025-10-01T11:00:00,KL,2912.01
flight,LHR,ORD,2025-10-01T12:15:00,2025-10-01T14:50:00,IB,2927.61
flight,LHR,ORD,2025-10-01T15:30:00,2025-10-01T18:15:00,IB,2927.61
flight,LHR,ORD,2025-10-01T11:05:00,2025-10-01T13:50:00,IB,2927.61
flight,LHR,ORD,2025-10-01T14:25:00,2025-10-01T17:00:00,IB,2927.61
flight,LHR,ORD,2025-10-01T14:25:00,2025-10-01T17:00:00,IB,2927.61
flight,LHR,ORD,2025-10-01T12:15:00,2025-10-01T14:50:00,IB,2927.61
flight,LHR,ORD,2025-10-01T11:05:00,2025-10-01T13:50:00,IB,2927.61
flight,LHR,SLC,2025-10-01T11:00:00,2025-10-01T14:30:00,KL,2935.51
flight,LHR,ATL,2025-10-01T11:20:00,2025-10-01T15:35:00,VS,2982.61
flight,LHR,ATL,2025-10-01T09:20:00,2025-10-01T13:50:00,VS,2982.61
flight,LHR,ATL,2025-10-01T09:20:00,2025-10-01T13:50:00,VS,2982.61
flight,LHR,IAD,2025-10-01T12:45:00,2025-10-01T15:50:00,IB,3051.61
flight,LHR,DFW,2025-10-01T12:00:00,2025-10-01T16:10:00,IB,3051.61
flight,LHR,DFW,2025-10-01T10:30:00,2025-10-01T14:40:00,IB,3051.61
flight,LHR,DFW,2025-10-01T12:00:00,2025-10-01T16:10:00,IB,3051.61
flight,LHR,DFW,2025-10-01T10:30:00,2025-10-01T14:40:00,IB,3051.61
flight,LHR,YVR,2025-10-01T14:10:00,2025-10-01T15:55:00,AC,3093.01
flight,LHR,YVR,2025-10-01T14:10:00,2025-10-01T15:55:00,AC,3093.01
flight,LHR,SFO,2025-10-01T11:15:00,2025-10-01T14:20:00,VS,3156.61
flight,LHR,SFO,2025-10-01T11:15:00,2025-10-01T14:20:00,VS,3156.61
flight,LHR,LAX,2025-10-01T14:30:00,2025-10-01T17:50:00,VS,3279.61
flight,LHR,LAX,2025-10-01T09:55:00,2025-10-01T13:15:00,VS,3279.61
flight,LHR,LAX,2025-10-01T09:55:00,2025-10-01T13:15:00,VS,3279.61
flight,LHR,LAX,2025-10-01T11:40:00,2025-10-01T14:55:00,IB,3298.61
flight,LHR,LAX,2025-10-01T14:45:00,2025-10-01T18:05:00,IB,3298.61
flight,LHR,LAX,2025-10-01T10:10:00,2025-10-01T13:25:00,IB,3298.61
flight,LHR,DEN,2025-10-01T11:25:00,2025-10-01T14:10:00,UA,4258.91
flight,LGW,SIN,2025-10-01T10:15:00,2025-10-02T06:20:00,SQ,4868.41
flight,LHR,SIN,2025-10-01T11:25:00,2025-10-02T07:30:00,SQ,4910.51
flight,LHR,SIN,2025-10-01T09:25:00,2025-10-02T05:30:00,SQ,4910.51
flight,LGW,ORY,2025-10-01T07:40:00,2025-10-01T10:10:00,VY,80.90
flight,LHR,ORY,2025-10-01T15:05:00,2025-10-01T17:40:00,VY,94.80
flight,LGW,ORY,2025-10-01T19:50:00,2025-10-01T22:15:00,IB,94.90
flight,LGW,ORY,2025-10-01T07:40:00,2025-10-01T10:10:00,IB,94.90
flight,LGW,ORY,2025-10-01T19:50:00,2025-10-01T22:15:00,VY,94.90
flight,LGW,OSL,2025-10-01T09:20:00,2025-10-01T12:25:00,DY,157.60
flight,LHR,NCE,2025-10-01T08:55:00,2025-10-01T12:00:00,AF,160.40
flight,LHR,NCE,2025-10-01T08:55:00,2025-10-01T12:00:00,AF,160.40
flight,LCY,FCO,2025-10-01T16:50:00,2025-10-01T20:20:00,AZ,162.80
flight,LCY,FCO,2025-10-01T08:30:00,2025-10-01T12:00:00,AZ,162.80
flight,LCY,LIN,2025-10-01T12:50:00,2025-10-01T15:40:00,AZ,171.50
flight,LCY,LIN,2025-10-01T12:50:00,2025-10-01T15:40:00,AZ,171.50
flight,LCY,LIN,2025-10-01T12:50:00,2025-10-01T15:40:00,AZ,171.50
flight,LHR,CDG,2025-10-01T19:45:00,2025-10-01T22:00:00,AF,183.40
flight,LHR,CDG,2025-10-01T06:15:00,2025-10-01T08:35:00,AF,183.40
flight,LHR,CDG,2025-10-01T15:20:00,2025-10-01T17:40:00,AF,183.40
flight,LCY,LIN,2025-10-01T12:50:00,2025-10-01T15:40:00,AZ,189.90
flight,LGW,BCN,2025-10-01T16:30:00,2025-10-01T19:45:00,VY,203.10
flight,LGW,BCN,2025-10-01T16:30:00,2025-10-01T19:45:00,IB,204.10
flight,LGW,BCN,2025-10-01T09:10:00,2025-10-01T12:25:00,VY,204.10
flight,LGW,BCN,2025-10-01T13:00:00,2025-10-01T16:10:00,VY,204.10
flight,LGW,OSL,2025-10-01T20:50:00,2025-10-01T23:55:00,DY,205.60
flight,LHR,CDG,2025-10-01T09:00:00,2025-10-01T11:20:00,AF,219.40
flight,LHR,CDG,2025-10-01T11:30:00,2025-10-01T13:50:00,AF,219.40
flight,LHR,CDG,2025-10-01T17:35:00,2025-10-01T19:55:00,AF,219.40
flight,LHR,AMS,2025-10-01T14:45:00,2025-10-01T17:00:00,KL,231.10
flight,LHR,AMS,2025-10-01T06:30:00,2025-10-01T08:50:00,KL,231.10
flight,LHR,AMS,2025-10-01T06:30:00,2025-10-01T08:50:00,KL,231.10
flight,LHR,AMS,2025-10-01T08:40:00,2025-10-01T11:00:00,KL,231.10
flight,LHR,AMS,2025-10-01T08:40:00,2025-10-01T11:00:00,KL,231.10
flight,LHR,MLA,2025-10-01T20:30:00,2025-10-02T00:50:00,KM,240.50
flight,LHR,NCE,2025-10-01T08:55:00,2025-10-01T12:00:00,AF,250.40
flight,LHR,NCE,2025-10-01T08:55:00,2025-10-01T12:00:00,AF,250.40
flight,LHR,MUC,2025-10-01T07:25:00,2025-10-01T10:15:00,LH,259.00
flight,LHR,MUC,2025-10-01T07:25:00,2025-10-01T10:15:00,LH,259.00
flight,LHR,MUC,2025-10-01T06:55:00,2025-10-01T09:45:00,LH,259.00
flight,LHR,MUC,2025-10-01T06:55:00,2025-10-01T09:45:00,LH,259.00
flight,LHR,AMS,2025-10-01T11:45:00,2025-10-01T14:00:00,KL,261.10
flight,LHR,CDG,2025-10-01T09:00:00,2025-10-01T10:30:00,6X,268.10
flight,LHR,CDG,2025-10-01T16:00:00,2025-10-01T17:30:00,6X,268.10
flight,LHR,CDG,2025-10-01T06:15:00,2025-10-01T08:25:00,6X,268.10
flight,LHR,CDG,2025-10-01T12:15:00,2025-10-01T14:25:00,6X,268.10
flight,LHR,CDG,2025-10-01T09:15:00,2025-10-01T11:30:00,6X,268.10
flight,LHR,CDG,2025-10-01T13:20:00,2025-10-01T15:40:00,6X,268.10
flight,LHR,CDG,2025-10-01T18:00:00,2025-10-01T20:40:00,6X,268.10
flight,LHR,CDG,2025-10-01T08:00:00,2025-10-01T11:00:00,6X,268.10
